id,created_on,operation,property_type,neighbourhood,lat,lon,price,surface_total_in_m2,surface_covered_in_m2,floor,rooms,expenses
a12ce37482f01eae079940df24438649a899841c,2017-10-17,sell,apartment,Barracas,-34.6310407,-58.3705131,806000,62,55,,,
1b2020d329d50d9aa344573b1ce20a6a24e4a068,2017-10-17,sell,apartment,Las Cañitas,-34.5709364332,-58.4313748993,450000,,130,,,
d241066a6ea339850d6af1d6e45c4b7236014cf8,2017-10-17,sell,PH,Parque Chas,-34.5850308,-58.4791583,98000,84,47,,,
f3439d3dc7a479146f2c03b7432cb5727b5e5f66,2017-10-17,sell,apartment,Mataderos,-34.648755,-58.4903091,88000,60,60,,,
1cf42dd985b12b80dae3bb8e07a20691145551b5,2017-10-17,sell,apartment,Caballito,-34.615812,-58.4498067,,55,47,,,380
3c15404854418d6fb67500ffa82d75f5d8cc1954,2017-10-17,sell,house,Barracas,-34.6492515,-58.3915883,180000,277,,,,
60e1020b42ed9103203c7054dd1af74d6e9c2c77,2017-10-17,sell,apartment,Monserrat,-34.6141777,-58.3802033,79000,40,34,,,500
7c6ac0249ecf603c114e83dcb137331283ab81c0,2017-10-17,sell,PH,Parque Avellaneda,-34.6413002,-58.4878044,190000,160,112,,,
178f10795a2d599faa23cff913ff9d762bbbdddf,2017-10-17,sell,apartment,Villa Devoto,-34.5990939824,-58.5174789593,490000,220,200,,,3500
aa13b77321d40b02e579c1432d861afd35434424,2017-10-17,sell,apartment,Parque Patricios,-34.6314071,-58.4032423,,,,,,
ab39f24c02b60439da0207e01f926ac753491003,2017-10-17,sell,apartment,Palermo Soho,-34.5885337526,-58.4215851322,265000,125,75,,,3000
9a8740bc195861fe8b71bfde31e39c2b58271fe9,2017-10-17,sell,apartment,Belgrano,-34.5571293074,-58.4650594534,94000,34,37,,,
96e410bfaee34f3123e2390db4ed79b2a5244ffc,2017-10-17,sell,apartment,Palermo,-34.5804956,-58.4254815,69000,,,,,300
3fa51956b36beefbb9ed38e3ebaceb61efbfeecf,2017-10-17,sell,house,Nuñez,-34.5526762,-58.4591782,440000,493,260,,,
a197755f3c47434852aea1167f738139ba666406,2017-10-17,sell,apartment,Pompeya,-34.706736,-58.4175247,95000,,,,,
96adab65abe92042aa07e7b0813fc67e3f99d10a,2017-10-17,sell,PH,San Telmo,-34.621456824,-58.3744829497,249000,250,250,,,
33dc7333a30a75682ed9128b8011b18e7e8d245f,2017-10-17,sell,apartment,Monserrat,-34.6176581,-58.3874051006,70000,,,,,
639d167f6c38ab0aea3ce84c91e78dfe6b58c2ab,2017-10-17,sell,apartment,Balvanera,-34.6085549,-58.4027218,85000,,54,,,560
33d9a7072f6db6b335562362b6b87aaecf68a286,2017-10-17,sell,house,Palermo,-34.5948645,-58.4291829,680000,280,189,,,
1af4b9a0df21903261b13449210279161017f29e,2017-10-17,sell,apartment,Barrio Norte,-34.5949616879,-58.379339891,,,55,,,410
205d70e13ecb53248dfa23d53cf760e3f31646a8,2017-10-17,sell,apartment,Villa Crespo,-34.597206,-58.4456592,85000,51,45,,,500
30b1cdb4732a6982176058c34c8733a2d0e16253,2017-10-17,sell,apartment,Boedo,-34.6266431,-58.4241161,420000,,37,,,
10d052e31300137a4cde73d16c87dfe9a5ce1126,2017-10-17,sell,apartment,Palermo,-34.5937992,-58.4128129,95000,39,35,,,390
344111df5afcb8428ae097179a4dae271d487afb,2017-10-17,sell,apartment,Balvanera,-34.650365071,-58.3944820539,85000,67,65,,,560
3ae707d7caebfce0e4ab638d886c8acc5447ddce,2017-10-17,sell,apartment,San Nicolás,-34.6053928,-58.3884968,270000,137,111,,,3500
eeecedb51c7ceba5d2490ce968e91337a1ba5a9d,2017-10-17,sell,house,Villa Santa Rita,-34.618129,-58.4778868,400000,,,,,
64e5c047c4be1896f1fd96f03ef274ee2d5f5974,2017-10-17,sell,apartment,Floresta,-34.6347629,-58.483063,145000,63,58,,,562
6a1af8340d2c8dcf5a0084fc28b5126447bd0bb4,2017-10-17,sell,apartment,Recoleta,-34.587582425,-58.3871355582,399000,152,121,,,1800
99164b48724e87a120c2954b1406ce278770cd12,2017-10-17,sell,store,Recoleta,-34.5930659,-58.4054963,340000,139,125,,,
85ac56c1b18c9f3a5f9e1ea2a698a7f63711a110,2017-10-17,sell,apartment,Balvanera,-34.599666,-58.4063193,113000,52,,,,590
d5cd369c50118321feb38ac5b4b370cc1f4dcab2,2017-10-17,sell,apartment,Barrio Norte,-34.5822336,-58.4079308,704000,61,,,,400
c6bddd17e58aed80f36e47728f291a07e776bf75,2017-10-17,sell,house,Saavedra,-34.5561252,-58.4905045,400000,350,210,,,
44d3205608f0e2a8e2877ef23459054553a17482,2017-10-17,sell,apartment,Almagro,-34.5983803601,-58.423779519,106000,71,71,,,
e4b90792e3ec312a935e8dc42c940ffb789b71fe,2017-10-17,sell,apartment,Paternal,-34.611721,-58.4739037,79000,,,,,
71b5ca4397ca2a257733620372828396f3cdcdd3,2017-10-17,sell,apartment,Monserrat,-34.6129329,-58.3904016,68000,,28,,,270
04ffa1d89388f980b273d37bd5410175174d72ca,2017-10-17,sell,PH,Palermo Hollywood,-34.6037232,-58.3815931,245000,110,98,,,
6c29b95b9ed1350482c358f4ca206c1abb43b74e,2017-10-17,sell,house,Flores,-34.6268145,-58.4651816,340000,520,360,,,
93299176bc71cde8643f8b486339989a1b131300,2017-10-17,sell,apartment,Belgrano,-34.5637083,-58.4594566,280000,,,,,3800
6fa032097f9fc8182ff9dfdfb718676a4898b759,2017-10-17,sell,apartment,Congreso,-34.611630054,-58.4013462067,52900,27,27,,,500
48105fa9dc658fe1d41584aefe4625cddae30221,2017-10-17,sell,apartment,Parque Chacabuco,-34.6319951,-58.4391851,200000,186,150,,,
5a1714f7ca9c56d12a84cd5d2c7bbb0761b5b219,2017-10-17,sell,house,Boedo,-34.6222689,-58.4148589,290000,270,240,,,
f6ac3320d9a2ffdae34e53163bb2d70da77d0c16,2017-10-17,sell,apartment,Palermo,-34.5839227,-58.4268468,115000,42,35,,,284
9e0550584ee5a93308e185bbf3b3cc2fc2c7e834,2017-10-17,sell,PH,Saavedra,-34.5472524,-58.4832469,189000,100,80,,,
c8d42000818e8a63aaf351e6bdd0ac2d85133d7b,2017-10-17,sell,apartment,San Cristobal,-34.6299107,-58.4104227571,69500,36,34,,,
75688028f1ff21eb8498e278c970e09f848cdf3d,2017-10-17,sell,store,Palermo Soho,-34.5857073,-58.431284,,,,,,
8f880fddebd8ed89127219c48dfe59e2818818aa,2017-10-17,sell,store,Recoleta,-34.5924986418,-58.3967494762,1250000,300,120,,,
c205146998e43786cda0d479aea185a3e472fdc3,2017-10-17,sell,apartment,Almagro,-34.612586,-58.419227,95000,36,34,,,700
49827a3b4f421d6ecbbe0c71db5937ba28898381,2017-10-17,sell,house,Boca,-34.6369921,-58.3666496,105000,600,500,,,
e3ef528720b209d5f74cc0760daed10d2eefbbdf,2017-10-17,sell,apartment,Boca,-34.6330942,-58.3532269,65000,89,,,,
338eb8fff3b2680571e310a4ec65e15642fc991a,2017-10-17,sell,apartment,Caballito,-34.6215956,-58.4534231,,36,31,,,
350dddeb007ee68edbe0bc922714bc89d501fc25,2017-10-17,sell,apartment,Villa Urquiza,-34.5782032,-58.4898512,89900,44,,,,
db15d6de0952e1b8ddfc544147297c6b50e0a5f5,2017-10-17,sell,apartment,Villa Urquiza,-34.5741558,-58.4931736,89900,44,44,,,
26184c5944335c78a770d6e806a28309d797729f,2017-10-17,sell,house,Flores,-34.6251147,-58.4675262,480000,520,360,,,
a9324c533238c473420956b9849c642b6faa6117,2017-10-17,sell,apartment,Belgrano,-34.5625,-58.4583333,160000,62,58,,,700
77b85a81acb9ac58740b31594f9d3780cea294a1,2017-10-17,sell,apartment,Congreso,-34.6097631,-58.3921832,99000,,56,,,460
acb1d0bead58a29e9e2fde4b04a19f4e39e9f6f7,2017-10-17,sell,apartment,Recoleta,-34.588117,-58.3861339,175000,41,44,,,700
62d5fc2104ba9cf27f9a6bab9e0efd9ba6318d4c,2017-10-17,sell,PH,Once,-34.60863,-58.4024216,104500,70,70,,,40
b21628af83dbc62dd493386774bc8e29641f56a5,2017-10-17,sell,apartment,San Nicolás,-34.6078583,-58.373582,80000,220,90,,,
bd62d8c2cde7eee95675deb7b406233d49b1b84c,2017-10-17,sell,apartment,Palermo,-34.5798272,-58.4313651,82000,40,40,,,340
2dc8ec1ba7226eb7596cf325cb52ec5534a8e27e,2017-10-17,sell,apartment,Once,-34.6067883463,-58.3993286767,55000,33,26,,,300
4f582ca06c82caa9246b30cfa9982a53c813c448,2017-10-17,sell,apartment,Once,-34.6065094803,-58.398132365,80000,54,54,,,580
3c770bdca088ca77e40a07443fef3afd21b7e6c5,2017-10-17,sell,apartment,Villa Urquiza,-34.5779422463,-58.4927376609,145000,77,67,,,
07a38c55e31127b27dfacd4317a403032a1824c5,2017-10-17,sell,apartment,Caballito,-34.6174533,-58.4378953,175000,95,76,,,630
43826ac5f019b75281f340bb2606da1d9f751b0f,2017-10-17,sell,PH,Retiro,-34.5987854,-58.3741913,45000,,85,,,
2c7a83dbfc4a1577738906fdf80810be18d75581,2017-10-17,sell,apartment,Villa Pueyrredón,-34.5905624,-58.4889579,95000,75,38,,,500
c4fb21593d0a3365baf80e6620f040a088b4e91c,2017-10-17,sell,apartment,Almagro,-34.6023990995,-58.4174508968,94600,44,44,,,170
9692f88b2340af21f275d5777d1ae1d05973e127,2017-10-17,sell,apartment,Floresta,-34.6373544156,-58.474729394,190000,91,91,,,400
96a3f6e752f8b3f20ca7c46e208484cb88954a5d,2017-10-17,sell,apartment,Parque Patricios,-34.6292137602,-58.3998250693,82000,48,43,,,400
dbb33ebeb5335e7cf6e732ac7322159ea3d66163,2017-10-17,sell,apartment,Congreso,-34.6097631,-58.3921832,,133,128,,,1100
9b52818eadd9ac2d18e9f978fc81f97772228a44,2017-10-17,sell,apartment,Agronomía,-34.5973587,-58.4885597,80000,,605,,,
0e6fc9fe1c836958f0595956c9de403b4ff82774,2017-10-17,sell,apartment,Caballito,-34.6173346,-58.4452938772,,69,67,,,
44751962755a56937c20d0c3988708e3ea97eefa,2017-10-17,sell,apartment,Caballito,-34.6173346,-58.4456372,,88,86,,,
6bdfc69f18dfe668f99e1060e1fa3261fe6088ee,2017-10-17,sell,PH,Villa Urquiza,-34.582726,-58.4762098,172000,131,127,,,
13ebb7bb2840b724167e6f32c018333303d5cddb,2017-10-17,sell,apartment,Villa Urquiza,-34.5799161,-58.4900967,157000,67,62,,,650
88d7c3b465c3a839ce31d28f17b906f66327ccc5,2017-10-17,sell,apartment,Flores,-34.6347615831,-58.468079567,118000,56,49,,,486
861254be5dd78e200939d822db5945b8bb650ede,2017-10-17,sell,house,Flores,-34.615974,-58.438168,440000,350,274,,,
4fd384e00452d21a5639453fc86f1412b04d9b1b,2017-10-17,sell,PH,Villa Lugano,-34.693250257,-58.469645977,100000,63,56,,,
8d4de3a4927c746e57c95265fdad1a83c441b00c,2017-10-17,sell,apartment,Flores,-34.615974,-58.438168,79800,41,37,,,
f56945726b0a8745e28fb57f0ce03c081e910b5f,2017-10-17,sell,apartment,Recoleta,-34.5979246724,-58.3899092674,73000,32,25,,,250
c20c3b7ab0115f04d6bdd061f472a346b512565d,2017-10-17,sell,apartment,Once,-34.6102348931,-58.4095430374,180000,106,104,,,4300
9aade5dd4b3c49dbcd2f7b8872620aff4faf89ec,2017-10-17,sell,apartment,Almagro,-34.6016956441,-58.421612978,124900,72,,,,230
f151b61d1d86fa19fa9408627ad82ad77284d201,2017-10-17,sell,apartment,Caballito,-34.6246798544,-58.4483599663,300000,140,120,,,4500
227bce4cbbccb85f8cd6157ddb32439ea20c2c80,2017-10-17,sell,apartment,Villa Urquiza,-34.5772281,-58.4781858,98000,55,55,,,100
6d72913334b0770bd782a7321a6cc5d0113e2d12,2017-10-17,sell,apartment,Villa Urquiza,-34.5772281,-58.4781858,98000,55,55,,,100
1179f7f5dcdb5e45b01a3d62f3ef89719e8a5747,2017-10-17,sell,store,Congreso,-34.6097631,-58.3921832,105000,57,57,,,900
246ed05e868a72597871b156e2ef6cafaaf9d185,2017-10-17,sell,house,Villa Devoto,-34.6200559,-58.5440203,70000,,57,,,
0a2b05ce043d4c717172741f87eb3d280e1227a3,2017-10-17,sell,apartment,Belgrano,-34.5720619694,-58.44602108,158000,45,41,,,700
5e0942f066eb6451e9577b4b6bcedaf3919dddc9,2017-10-17,sell,apartment,Villa Lugano,-34.6786407824,-58.4923481941,,,,,,120
5693784e7636e626492bee9f2d26e0306c9f54bb,2017-10-17,sell,apartment,Recoleta,-34.588068116,-58.3874845505,1300000,400,350,,,4500
8548f1aed57a48156023bb7dba3505e515b2c481,2017-10-17,sell,store,Monserrat,-34.6103761762,-58.3833861351,189900,164,164,,,
fb2f6740f2f893e541fefa034aa9df33014ced99,2017-10-17,sell,house,Palermo Soho,-34.586619563,-58.4332537651,,360,288,,,
ab543869e31bc0c939bf70a9ef6da19694ae93d9,2017-10-17,sell,apartment,Flores,-34.6263183,-58.4569402,170000,,90,,,800
143ae2d0c578b0ac67a9f893d3abc6facc6a099d,2017-10-17,sell,apartment,Villa del Parque,-34.6007654,-58.4943139,450000,,200,,,1900
2fe2ea24aa67f6d7cd468d5795520cae6e2388fb,2017-10-17,sell,apartment,Flores,-34.6287677,-58.4674841,150000,,90,,,190
97d9ce930bbd73a921fb21ee6b0bc9872f8e9f3d,2017-10-17,sell,apartment,Monserrat,-34.6084175,-58.3731613,195000,51,51,,,1200
56caae790372304786c56a62a403b1204ff738c2,2017-10-17,sell,house,Retiro,-34.6084175,-58.3731613,110000,240,205,,,
78159be01983de86f2695c312e00ca717788bb20,2017-10-17,sell,apartment,Palermo,-34.5819734236,-58.4053587914,245000,41,,,,400
68451dc027f3740fd6ed22527d1390480825470f,2017-10-17,sell,house,Monserrat,-34.6084175,-58.3731613,70000,76,76,,,
1c00ba0390cf6ed94146af90959265d9fe3d489b,2017-10-17,sell,apartment,Saavedra,-34.5420200443,-58.4769201279,100000,54,49,,,264
cb4e400b26df7cd51d34e8a0b6bae15acba3f6f7,2017-10-17,sell,house,Villa del Parque,-34.6026226,-58.4812155,135000,,,,,
399ba731c0962e7eab8577850f7fe7344a9cd2f7,2017-10-17,sell,apartment,Recoleta,-34.5858389,-58.4053889,250000,,,,,1500
96a0ee4f05759ce1b6908466df3cdeca9dc62ad5,2017-10-17,sell,house,Villa del Parque,-34.6030644556,-58.499815464,210000,,,,,
adaa90af36007875ccdf8f3c33c1e875a0db3701,2017-10-17,sell,house,Flores,-34.6236910374,-58.4635949135,180000,73,67,,,790
9f1a37c12aaaa93daa3a6fb13ea4bbf2cf9357c0,2017-10-17,sell,house,Flores,-34.6234438313,-58.467028141,290000,260,154,,,
13dc3a4e5aed068bd72fc4216fb5b018ad9bfe12,2017-10-17,sell,apartment,Flores,-34.625492088,-58.4645819664,89900,60,53,,,510
09d54634303683fc5023e51cb507df0e8d02f7c4,2017-10-17,sell,apartment,Barrio Norte,-34.593817916,-58.4038728476,136000,43,43,,,520
08a893d48b312e106e3794a2a65d0698f870139b,2017-10-17,sell,apartment,Boedo,-34.6331156,-58.4192275,78000,52,,,,
aad18f189f8aa7d29483080126bf4c47f9163db4,2017-10-17,sell,apartment,Villa del Parque,-34.6082215815,-58.4815120697,64500,,,,,
8561a686276f7219eb1d83bb3791dbeef397068c,2017-10-17,sell,apartment,Villa Lugano,-34.6913271764,-58.472328186,,64,64,,,270
d47defabd0c9cfe5a4340972490c35fd54998a8c,2017-10-17,sell,apartment,Congreso,-34.611630054,-58.4013462067,53900,27,27,,,500
39ab354ee1d9f1c0f0a552062aa7d94914aec98e,2017-10-17,sell,apartment,San Nicolás,-34.6019694082,-58.3716917038,128000,48,48,,,480
06b0d76dc38f34370b9876976848f4aa2808924f,2017-10-17,sell,apartment,San Cristobal,-34.6220841847,-58.384373188,70000,35,35,,,170
44a8fa5ed78ed9e2c9aae43e42e2ee28225c0598,2017-10-17,sell,apartment,San Nicolás,-34.6037179447,-58.3767986298,60000,,25,,,300
9ad106755014e9caa330e4f8c01628c9508e58cf,2017-10-17,sell,apartment,Once,-34.6088043872,-58.4102725983,115000,66,66,,,400
8ad0a2fd0d804cf5088fd86aadea1f1d74d27583,2017-10-17,sell,apartment,Villa Lugano,-34.6785525531,-58.4901165962,65000,74,74,,,130
bc1e53e72bc83fb15565c119e7a5ddb712d6b98e,2017-10-17,sell,house,Liniers,-34.6463249294,-58.5270667076,220000,,178,,,
cc75546b4fc83cdf357e6a6ce9913e8da2f74f20,2017-10-17,sell,apartment,Caballito,-34.6268194,-58.4456717,295000,107,100,,,
906ccfca9491a025a8fe464f8a1d41bbd0a8e814,2017-10-17,sell,PH,Liniers,-34.6388221784,-58.5225820541,90000,,80,,,
d44df2685bee25523893026c38d2daf46a40eb10,2017-10-17,sell,house,Flores,-34.6294401602,-58.4700891867,485000,432,400,,,
e2c0082c630c01fbac92d27a803842cca851d5ac,2017-10-17,sell,house,Flores,-34.6294401602,-58.4700891867,485000,432,400,,,
16b26ad921ab6b9dc93525c71bedd59759555896,2017-10-17,sell,apartment,Balvanera,-34.6152872,-58.4060763,83900,37,33,,,
7c6c4f9c69ab3e6a13bcb31bd88d244fb85485e6,2017-10-17,sell,apartment,Barrio Norte,-34.5976339616,-58.4026391283,110000,72,70,,,512
994b342d2564978a39c6fe0678745c8761a0910e,2017-10-17,sell,apartment,Balvanera,-34.6023792533,-58.4594423131,130000,76,70,,,600
e65c1509d32f7d9fe1b67e01fc9f77c33fc762dc,2017-10-17,sell,apartment,Once,,,68900,37,34,,,
0f4a19fd48a199317aebc345f8302ad5e22410a9,2017-10-17,sell,apartment,Once,-34.6153385957,-58.4062385559,99900,,47,,,
ec5e5b1f0ed15bc36a33e3f2d2e65ae8602fb711,2017-10-17,sell,apartment,Monserrat,-34.6154664157,-58.3843732088,75000,,45,,,
43e61ff7a8289d1542c43e9578c1373d06b87562,2017-10-17,sell,store,Flores,-34.6278895889,-58.4614790074,29000,24,24,,,650
cf9171bb1831ab2dfa70eb0eae435458a3281313,2017-10-17,sell,apartment,San Nicolás,-34.598591,-58.3735826,240000,,,,,
6805603ed2a98ff1aae47f7640e7dc05516fc3d7,2017-10-17,sell,apartment,San Nicolás,-34.6037232,-58.3815931,220000,,,,,
60e9338754b7aabed44173ab4cb1da8781835a7c,2017-10-17,sell,apartment,Villa Devoto,-34.6188284,-58.5188057,57000,43,39,,,
e44d6b6f780d82436b5843360be0dbca1da5c00a,2017-10-17,sell,apartment,Villa Devoto,-34.6188284,-58.5188057,67800,51,47,,,
e4a85253169ec892d6a2207f60f4a321ccbb1663,2017-10-17,sell,house,Villa Pueyrredón,-34.5770475,-58.5071452,280000,234,160,,,
be6e1d0ee7633c649f06cba10aa8f4d55aa10342,2017-10-17,sell,apartment,Villa Pueyrredón,-34.5917857,-58.5000224,78000,70,40,,,
8a9482746fa08381cb44f1d725c7880c9e60fc46,2017-10-17,sell,apartment,Villa Pueyrredón,-34.5849665,-58.4890623,56000,33,30,,,
c69082ef5f8153ea23de25410bfa900298650645,2017-10-17,sell,apartment,Villa Urquiza,-34.5635682,-58.4916086,57000,36,32,,,
cc5034a201b5fc87233cebbfe6e7fea86e50b846,2017-10-17,sell,apartment,Villa Urquiza,-34.5635682,-58.4916086,90000,58,50,,,
7314ea23f7dc924a53ede7e2bf5d812be85d95ca,2017-10-17,sell,apartment,Flores,-34.6164811,-58.4624653,61000,41,36,,,
624520fa818db5e97413c5060f12f0a84c62c4a7,2017-10-17,sell,apartment,Once,-34.6146153,-58.4040591,64000,34,34,,,350
0d167d6acd611606880d62f1e3aad55fafaacf24,2017-10-17,sell,house,Villa Lugano,-34.6916094663,-58.4685730934,,,,,,500
64d27e4e1fbc20f98a7f9b24e8e1b76f8b872d1e,2017-10-17,sell,apartment,Paternal,-34.611814,-58.47137,99500,108,80,,,300
7804f9d3e8264d1e41c3518fc039f24038b7dcca,2017-10-17,sell,house,Belgrano,-34.5693939786,-58.4767484665,550000,500,380,,,
c82de00bbe194ccb459406d01610114b66d42c74,2017-10-17,sell,apartment,Villa del Parque,-34.6137644,-58.4832047,85000,70,56,,,
8a358a61b01ae42ad98ff25f08ce895d20ccb42d,2017-10-17,sell,apartment,San Cristobal,-34.6202541453,-58.3915137532,110000,,78,,,250
b908c9fe29997f6d73d2bba417f164ca9a72fb69,2017-10-17,sell,apartment,Barrio Norte,,,320000,138,115,,,
33c68baa2b22dd397353b8462d41e842a31ba8bb,2017-10-17,sell,apartment,Belgrano,-34.5916540595,-58.4037709236,150000,53,50,,,800
9c390aeec5c8e810057fbbb465e27ddf29916690,2017-10-17,sell,apartment,Villa Crespo,-34.596875,-58.431243,158000,,,,,
66c7126fc920c17973508afad85a5f258ba7eb6b,2017-10-17,sell,PH,Liniers,-34.6436,-58.5164,88000,,,,,
6628be3048c32102528a17f211aa57bff7f2755b,2017-10-17,sell,apartment,Villa del Parque,-34.6003825,-58.4954109,80000,35,35,,,1000
178bf85d36521bf4acbb6d4cf8613f51ccf62691,2017-10-17,sell,apartment,Recoleta,-34.5940740423,-58.393342495,240000,67,67,,,
17ebc7c854c41bdce481b384d39481dcd84ef01a,2017-10-17,sell,house,Floresta,-34.6336316429,-58.4728002548,250000,,,,,
5d674bf0982acb85bba562bcc50112000461188a,2017-10-17,sell,PH,Monte Castro,-34.6158155,-58.5424212,85000,,,,,
84df03a158b7a67909aec023e16ef284ff67887f,2017-10-17,sell,apartment,Villa Pueyrredón,-34.5766379926,-58.5080122948,159000,160,100,,,
27378ec0367f4afaff17621ac65e4d588d010d5b,2017-10-17,sell,apartment,Retiro,-34.5964558,-58.3791279,,660,660,,,
42f9b93a5ecdfca9c246fb7f32e88ee37a40431a,2017-10-17,sell,apartment,Retiro,-34.5963526477,-58.3760261536,130000,,47,,,450
c9861715e96155f0fd836cf507ef440ae3e46824,2017-10-17,sell,house,Recoleta,-34.5888983729,-58.389544487,1250000,301,231,,,3200
5ddfdab0e1d23ee26b30f0a1a0cb28493be1424d,2017-10-17,sell,apartment,Recoleta,-34.5939349,-58.3930938,190000,52,52,,,
5f40d52229cc8b0fca58cac2ff7c177fabc10362,2017-10-17,sell,apartment,Villa Pueyrredón,-34.5905502,-58.488969,85000,42,38,,,
f76125409b62eef4737fdd35332d45d0ab043d2d,2017-10-17,sell,apartment,Boedo,-34.6318660806,-58.4259152412,121500,72,62,,,450
c33cb3917a786593413dfcfa4cd438325d85b147,2017-10-17,sell,apartment,Boedo,-34.6307714131,-58.4262800217,68900,41,35,,,300
8b9dcec589b393825432150682f71426afbbcce1,2017-10-17,sell,apartment,Caballito,-34.6171751454,-58.4402918816,100000,,,,,400
caaa43d95e5b3f2c79589cb1d32cde6a9e84829c,2017-10-17,sell,apartment,Retiro,-34.5999689,-58.3768192,99000,50,50,,,285
5be6b1009aa6c4aed6a9b8ce5ce4ea93a2f49c01,2017-10-17,sell,house,Flores,-34.6234819,-58.4666431,290000,280,190,,,
425a5f70675fc10c0757bdf2b34d25b90d1bb241,2017-10-17,sell,apartment,Almagro,-34.635089,-58.4744237,,,,,,
a9adfc199c55e417dd1b525c84dc33c3f5b87741,2017-10-17,sell,apartment,Almagro,-34.6177932059,-58.4168386459,65000,,51,,,200
12af3d60879df81bbc570e3c258af69adff2570b,2017-10-17,sell,apartment,Caballito,-34.6215721043,-58.4446263313,82000,64,53,,,320
1a82d6837695b8de913ad51ab631fafc7e793860,2017-10-17,sell,apartment,Palermo,-34.5819734236,-58.4240913391,245000,76,70,,,900
1ce42be227d9aa576be05af77d30793e12a9f78c,2017-10-17,sell,apartment,Nuñez,-34.5499557011,-58.4696674347,117000,64,55,,,250
d1e2e0fbc18bc4eb42f4cfb88aa7ae25d492bad5,2017-10-17,sell,apartment,San Nicolás,-34.6021605,-58.3745605,115000,88,88,,,800
041df60c6b75ecb0137f440c8ef832f7a9efc7aa,2017-10-17,sell,apartment,Coghlan,-34.5574934,-58.4740705,68000,,36,,,60
4730d5993fc18b23132989d148afbc93dc4df55e,2017-10-17,sell,apartment,Monserrat,-34.6084175,-58.3731613,81500,,40,,,240
13ea630da38a25ee19f0ac6a99156658cf9b61fb,2017-10-17,sell,store,San Cristobal,-34.6236204072,-58.40269804,319000,298,22518,,,
550d350b106cf765ba319b00ed9598b8320668dc,2017-10-17,sell,apartment,Nuñez,-34.5481353389,-58.4678864479,389000,132,124,,,1300
cea65e2b005260d51de942e59e26e18b806d5970,2017-10-17,sell,house,Recoleta,-34.5877194,-58.399879,132000,62,,,,
fb582fe0da9456a2f276c3c15211ec3e8825dce8,2017-10-17,sell,PH,Caballito,-34.6292176667,-58.4545826912,470000,400,,,,1000
3954f52f696120ed20db02cfacd15dc8a8c3cdbb,2017-10-17,sell,apartment,Retiro,-34.58750283,-58.3845233917,267000,,126,,,1000
9cb7e407342061ab875bba80d760dabd9a5d21a8,2017-10-17,sell,apartment,Barrio Norte,-34.5927492429,-58.401453495,290000,,140,,,
eecbd937ebad90aea7f39b64325679576056cbc6,2017-10-17,sell,apartment,Balvanera,-34.6132215,-58.4067311,72000,,,,,2600
4a340bb05bf856a4e4bd81587c30c511d469aa1c,2017-10-17,sell,apartment,Villa Urquiza,-34.5777157066,-58.4835290909,,,45,,,
8961ed5113bfe1409c01786d843afeed20f583a8,2017-10-17,sell,PH,Villa Devoto,-34.5895873031,-58.5164880753,65000,48,45,,,
4ac56f6188f388ccb3c71f3d1cdc35d546fc67fa,2017-10-17,sell,apartment,Flores,-34.6302770424,-58.4649038315,55000,43,43,,,190
4d2eda78708e3acd514b38e94cf2631401478c04,2017-10-17,sell,house,Barracas,-34.6140141355,-58.4449267387,277400,,,,,
82c2276f568b64dc823485affd82772a03f4f645,2017-10-17,sell,apartment,Retiro,-34.5909375476,-58.3784177908,980000,255,237,,,18213
2804f2ca0cc357f9ecfbc25c2fc10daaa3196eb0,2017-10-17,sell,apartment,Palermo,,,,110,50,,3,
d6ab1b8f8b9bc143dd19eda44a408bd694c15727,2017-10-17,sell,apartment,Palermo,,,89900,37,35,,1,
c585af98055aeb2edcbb6b12d0dae246ef8df710,2017-10-17,sell,apartment,Palermo,-34.5869748,-58.4099042,465000,87,60,,3,
bf8900c21aef6e61528957e09845304e562479f7,2017-10-17,sell,apartment,Palermo,,,89900,37,35,,1,
567a96a69b0b5ad90372d5582b35ffdff8e5bb7a,2017-10-17,sell,apartment,Palermo,-34.5869748,-58.4099042,588000,97,69,,3,
3d12ec23faf091564b7d7af119974fc7c0e97b82,2017-10-18,sell,apartment,San Telmo,-34.6220501,-58.3740161,143000,70,70,,3,1300
1f80fc679a3acac01645fbe3beff13cbb5752f90,2017-10-18,sell,apartment,Floresta,-34.6318743,-58.4839401,73000,35,35,,1,
ad4d3232d5599ff4fa7492127cf113ebd1fdfce2,2017-10-18,sell,apartment,Barrio Norte,-34.5958704,-58.3919534,450000,183,178,,5,
7eaf8eb11681519e30e7c4a504732adea959b141,2017-10-18,sell,apartment,Palermo,-34.5889278,-58.4362091,390000,230,130,,1,
022b37ff1774daa322fc1f7a863d9201e80f953b,2017-10-18,sell,apartment,Recoleta,-34.5865024993,-58.3953893085,99000,27,24,,1,
cf1274e7259c0bb2f83d2c315bb105f34ae14939,2017-10-18,sell,apartment,Palermo Chico,-34.5860606652,-58.4085337216,1300000,250,235,,5,
af4a9636f6301d5e8d738a7ad99e3e8634f3570b,2017-10-18,sell,apartment,Recoleta,-34.5875429,-58.3872,750000,270,240,,5,
a9f2fa35490857bd35573b4ef6c760bc7ee38fca,2017-10-18,sell,apartment,Boedo,-34.6225963,-58.4204802,109000,71,35,,1,
